years,window_start,strategy,actual_start,actual_end,contributed,final_value,profit,end_roi,worst_interim_roi,worst_date,deposited_at_worst,equity_at_worst,ending_tqqq_weight,mean_idle_weight,transaction_cost,turnover,trades,mean_calendar_wait_deployed_principal,deployed_principal
5,1999-09-01,dip_bond,1999-09-01,2004-09-01,26200.0,17055.929332080483,-9144.070667919517,-0.3490103308366228,-0.927347993769634,2001-04-04,8400.0,610.2768523350752,1.0,0.018772669946213336,31.58088320383337,63161.76640766674,538,3.49618320610687,26200.0
5,1999-10-01,weekly_qqq,1999-10-01,2004-10-01,26200.0,24401.746882976666,-1798.2531170233342,-0.06863561515356237,-0.5670888069847294,2002-08-05,15000.0,6493.667895229059,0.0,0.0,13.09345327336332,26186.90654672664,262,,0.0
5,1999-10-01,weekly_qld,1999-10-01,2004-10-01,26200.0,21418.519009557327,-4781.480990442673,-0.18249927444437683,-0.8285772423828044,2001-04-04,8000.0,1371.3820609375657,0.0,0.0,13.09345327336332,26186.90654672664,262,,0.0
5,1999-10-01,weekly_tqqq,1999-10-01,2004-10-01,26200.0,19970.437301477785,-6229.562698522215,-0.23776956864588608,-0.9295420185078979,2001-04-04,8000.0,563.6638519368169,1.0,0.0,13.09345327336332,26186.90654672664,262,,0.0
5,1999-10-01,weekly_half_half,1999-10-01,2004-10-01,26200.0,22186.092092227227,-4013.907907772773,-0.15320259189972416,-0.7383787886823451,2001-04-04,8000.0,2092.9696905412393,0.45006658266947147,0.0,13.09345327336332,26186.90654672664,524,,0.0
5,1999-10-01,dip_cash,1999-10-01,2004-10-01,26200.0,20170.436738825196,-6029.563261174804,-0.23013600233491618,-0.9252501291963853,2001-04-04,8000.0,597.998966428918,0.9950422491443869,0.021045806456698724,13.043478260869566,26086.95652173913,209,3.5172413793103448,26100.0
5,1999-10-01,dip_bond,1999-10-01,2004-10-01,26200.0,20159.133164418916,-6040.866835581084,-0.23056743647256048,-0.9252766122795347,2001-04-04,8000.0,597.7871017637228,0.9950410638956995,0.021047637871568988,31.381056421046168,62762.112842092334,534,3.5172413793103448,26100.0
5,1999-11-01,weekly_qqq,1999-11-01,2004-11-01,26200.0,25211.62083390773,-988.3791660922689,-0.037724395652376674,-0.5641333925352788,2002-08-05,14500.0,6320.065808238457,0.0,0.0,13.09345327336332,26186.90654672664,262,,0.0
5,1999-11-01,weekly_qld,1999-11-01,2004-11-01,26200.0,22834.015718905834,-3365.9842810941664,-0.12847268248451016,-0.8287592706428253,2001-04-04,7500.0,1284.3054701788105,0.0,0.0,13.09345327336332,26186.90654672664,262,,0.0
5,1999-11-01,weekly_tqqq,1999-11-01,2004-11-01,26200.0,21746.776252266827,-4453.223747733173,-0.16997037205088444,-0.927116936824336,2001-04-04,7500.0,546.6229738174796,1.0,0.0,13.09345327336332,26186.90654672664,262,,0.0
5,1999-11-01,weekly_half_half,1999-11-01,2004-11-01,26200.0,23479.19854308728,-2720.801456912719,-0.10384738385163049,-0.7406154869973287,2001-04-04,7500.0,1945.3838475200344,0.4631072950032506,0.0,13.09345327336332,26186.90654672664,524,,0.0
5,1999-11-01,dip_cash,1999-11-01,2004-11-01,26200.0,21977.39014951184,-4222.609850488159,-0.16116831490412822,-0.9224049246871416,2001-04-04,7500.0,581.9630648464384,0.9954498691919422,0.02275529960343827,13.043478260869566,26086.956521739132,210,3.421455938697318,26100.0
5,1999-11-01,dip_bond,1999-11-01,2004-11-01,26200.0,21965.139044642045,-4234.860955357955,-0.1616359143266395,-0.9224337701534854,2001-04-04,7500.0,581.7467238488597,0.9954496065431515,0.02275629897092509,31.280623903328873,62561.247806657746,535,3.421455938697318,26100.0
5,1999-12-01,weekly_qqq,1999-12-01,2004-12-01,26200.0,27412.466402014215,1212.4664020142154,0.046277343588328836,-0.5602985521649158,2002-08-05,14100.0,6199.790414474687,0.0,0.0,13.09345327336332,26186.90654672664,262,,0.0
5,1999-12-01,weekly_qld,1999-12-01,2004-12-01,26200.0,26892.17499179088,692.1749917908783,0.026418892816445737,-0.8265800834189556,2001-04-04,7100.0,1231.2814077254152,0.0,0.0,13.09345327336332,26186.90654672664,262,,0.0
5,1999-12-01,weekly_tqqq,1999-12-01,2004-12-01,26200.0,27538.519848575,1338.5198485750007,0.05108854383874048,-0.9243063553035219,2001-04-04,7100.0,537.424877344994,1.0,0.0,13.09345327336332,26186.90654672664,262,,0.0
5,1999-12-01,weekly_half_half,1999-12-01,2004-12-01,26200.0,27475.493125294608,1275.493125294608,0.04868294371353466,-0.74022011422419,2001-04-04,7100.0,1844.4371890082516,0.5011469625493704,0.0,13.09345327336332,26186.90654672664,524,,0.0
5,1999-12-01,dip_cash,1999-12-01,2004-12-01,26200.0,27794.570769650756,1594.5707696507561,0.06086147975766245,-0.919134283888204,2001-04-04,7100.0,574.1465843937525,0.9964021750568212,0.014852834795013878,13.043478260869566,26086.956521739135,209,3.4597701149425286,26100.0
5,1999-12-01,dip_bond,1999-12-01,2004-12-01,26200.0,27779.247679053715,1579.2476790537148,0.06027662897151583,-0.9191645976418,2001-04-04,7100.0,573.9313567432205,0.9964015715094288,0.014854426865033745,31.080604204820716,62161.208409641426,530,3.4597701149425286,26100.0
5,2000-01-01,weekly_qqq,2000-01-03,2004-12-31,26100.0,27813.580738492503,1713.5807384925029,0.06565443442500012,-0.5541669983783443,2001-04-04,6600.0,2942.497810702928,0.0,0.0,13.043478260869566,26086.956521739135,261,,0.0
5,2000-01-01,weekly_qld,2000-01-03,2004-12-31,26100.0,27641.02197759164,1541.0219775916412,0.059042987647189314,-0.8211017722970789,2001-04-04,6600.0,1180.7283028392796,0.0,0.0,13.043478260869566,26086.956521739135,261,,0.0
5,2000-01-01,weekly_tqqq,2000-01-03,2004-12-31,26100.0,28473.29637080278,2373.2963708027783,0.09093089543305664,-0.9197480538011822,2001-04-04,6600.0,529.6628449121972,1.0,0.0,13.043478260869566,26086.956521739135,261,,0.0
5,2000-01-01,weekly_half_half,2000-01-03,2004-12-31,26100.0,28143.43855464764,2043.4385546476406,0.07829266492902838,-0.7369575260897632,2001-04-04,6600.0,1736.0803278075625,0.5058602969838712,0.0,13.043478260869566,26086.956521739135,522,,0.0
5,2000-01-01,dip_cash,2000-01-03,2004-12-31,26100.0,28731.831531231168,2631.831531231168,0.1008364571352938,-0.9141294228767914,2001-04-04,6600.0,566.7458090131763,0.9895586189946192,0.015311922491626564,12.893553223388306,25787.106446776612,206,3.4651162790697674,25800.0
5,2000-01-01,dip_bond,2000-01-03,2004-12-31,26100.0,28716.153847955404,2616.1538479554038,0.10023577961514957,-0.91416174650429,2001-04-04,6600.0,566.5324730716858,0.9895514892247324,0.015314025464866415,30.830602273265136,61661.204546530265,525,3.4651162790697674,25800.0
5,2000-02-01,weekly_qqq,2000-02-01,2005-02-01,26200.0,26466.849341642705,266.84934164270453,0.010185089375675745,-0.5492675820184197,2001-04-04,6200.0,2794.5409914857973,0.0,0.0,13.09345327336332,26186.90654672664,262,,0.0
5,2000-02-01,weekly_qld,2000-02-01,2005-02-01,26200.0,24742.010091182347,-1457.9899088176535,-0.05564846980220051,-0.8147739097278877,2001-04-04,6200.0,1148.4017596870967,0.0,0.0,13.09345327336332,26186.90654672664,262,,0.0
5,2000-02-01,weekly_tqqq,2000-02-01,2005-02-01,26200.0,23808.762304778193,-2391.2376952218074,-0.09126861432144302,-0.9153048477472562,2001-04-04,6200.0,525.1099439670114,1.0,0.0,13.09345327336332,26186.90654672664,262,,0.0
5,2000-02-01,weekly_half_half,2000-02-01,2005-02-01,26200.0,25137.80582321045,-1062.1941767895514,-0.040541762472883644,-0.732286214882838,2001-04-04,6200.0,1659.8254677264044,0.47356484635574053,0.0,13.09345327336332,26186.90654672664,524,,0.0
5,2000-02-01,dip_cash,2000-02-01,2005-02-01,26200.0,24059.327499148312,-2140.672500851688,-0.08170505728441556,-0.9094468661372535,2001-04-04,6200.0,561.429429949028,0.9958436078479941,0.01767739511416609,13.043478260869566,26086.956521739132,206,3.6168582375478926,26100.0
5,2000-02-01,dip_bond,2000-02-01,2005-02-01,26200.0,24046.024779508443,-2153.9752204915567,-0.08221279467525025,-0.9094807689351684,2001-04-04,6200.0,561.2192326019554,0.9958431179941318,0.01767882894330433,31.280448658036512,62560.897316073024,528,3.6168582375478926,26100.0
5,2000-03-01,weekly_qqq,2000-03-01,2005-03-01,26200.0,26791.91155972338,591.9115597233795,0.022592044264251123,-0.5425946150317451,2001-04-04,5800.0,2652.9512328158785,0.0,0.0,13.09345327336332,26186.90654672664,262,,0.0
5,2000-03-01,weekly_qld,2000-03-01,2005-03-01,26200.0,25159.58416070103,-1040.4158392989702,-0.03971052821751795,-0.8072145999851934,2001-04-04,5800.0,1118.155320085878,0.0,0.0,13.09345327336332,26186.90654672664,262,,0.0
5,2000-03-01,weekly_tqqq,2000-03-01,2005-03-01,26200.0,24175.05652650115,-2024.94347349885,-0.07728791883583397,-0.9101931807562758,2001-04-04,5800.0,520.8795516136008,1.0,0.0,13.09345327336332,26186.90654672664,262,,0.0
5,2000-03-01,weekly_half_half,2000-03-01,2005-03-01,26200.0,25483.484043112265,-716.5159568877352,-0.02734793728579142,-0.7263938978940104,2001-04-04,5800.0,1586.9153922147398,0.4743279310945561,0.0,13.09345327336332,26186.90654672664,524,,0.0
5,2000-03-01,dip_cash,2000-03-01,2005-03-01,26200.0,24428.534658656783,-1771.465341343217,-0.06761318096729836,-0.9038736255048712,2001-04-04,5800.0,557.5329720717472,1.0,0.015305090746572688,13.09345327336332,26186.90654672664,208,3.614503816793893,26200.0
5,2000-03-01,dip_bond,2000-03-01,2005-03-01,26200.0,24414.87607690478,-1785.1239230952197,-0.06813450088149693,-0.9039099270034568,2001-04-04,5800.0,557.3224233799502,1.0,0.015307320696738902,31.67998364468906,63359.967289378124,538,3.614503816793893,26200.0
5,2000-04-01,weekly_qqq,2000-04-03,2005-04-01,26100.0,25999.288260042238,-100.71173995776189,-0.003858687354703521,-0.5290885378644532,2002-08-05,12300.0,5792.210984267225,0.0,0.0,13.043478260869566,26086.956521739135,261,,0.0
5,2000-04-01,weekly_qld,2000-04-03,2005-04-01,26100.0,23537.02288337702,-2562.9771166229802,-0.09819835695873487,-0.7945860993697453,2001-04-04,5300.0,1088.6936733403502,0.0,0.0,13.043478260869566,26086.956521739135,261,,0.0
5,2000-04-01,weekly_tqqq,2000-04-03,2005-04-01,26100.0,21672.077434595318,-4427.922565404682,-0.16965220557106062,-0.9024255827055258,2001-04-04,5300.0,517.1444116607134,1.0,0.0,13.043478260869566,26086.956521739135,261,,0.0
5,2000-04-01,weekly_half_half,2000-04-03,2005-04-01,26100.0,23835.682847318778,-2264.317152681222,-0.08675544646288207,-0.7155090482631543,2001-04-04,5300.0,1507.8020442052823,0.454614150838837,0.0,13.043478260869566,26086.956521739135,522,,0.0
5,2000-04-01,dip_cash,2000-04-03,2005-04-01,26100.0,21914.788885452454,-4185.2111145475465,-0.16035291626618953,-0.8955290045019187,2001-04-04,5300.0,553.6962761398306,0.9954368713966311,0.013676350320906036,12.993503248375813,25987.006496751626,205,3.669230769230769,26000.0
5,2000-04-01,dip_bond,2000-04-03,2005-04-01,26100.0,21902.549764542502,-4197.450235457498,-0.16082184810181985,-0.8955681870321374,2001-04-04,5300.0,553.4886087296721,0.9954352339993282,0.013678269406648957,31.430192757535256,62860.385515070506,531,3.669230769230769,26000.0
5,2000-05-01,weekly_qqq,2000-05-01,2005-04-29,26100.0,25379.008971210318,-720.9910287896819,-0.027624177348263675,-0.5209863756750536,2002-08-05,11900.0,5700.2621294668625,0.0,0.0,13.043478260869566,26086.956521739135,261,,0.0
5,2000-05-01,weekly_qld,2000-05-01,2005-04-29,26100.0,22233.784059149442,-3866.2159408505577,-0.1481308789597915,-0.785043682946703,2001-04-04,4900.0,1053.285953561155,0.0,0.0,13.043478260869566,26086.956521739135,261,,0.0
5,2000-05-01,weekly_tqqq,2000-05-01,2005-04-29,26100.0,19675.7907392166,-6424.209260783398,-0.24613828585377004,-0.895683918667722,2001-04-04,4900.0,511.14879852816233,1.0,0.0,13.043478260869566,26086.956521739135,261,,0.0
5,2000-05-01,weekly_half_half,2000-05-01,2005-04-29,26100.0,22527.399855213458,-3572.600144786542,-0.13688123160101692,-0.707929012581431,2001-04-04,4900.0,1431.147838350988,0.43670798373703756,0.0,13.043478260869566,26086.956521739135,522,,0.0
5,2000-05-01,dip_cash,2000-05-01,2005-04-29,26100.0,19897.88033525333,-6202.119664746671,-0.23762910592899125,-0.8882475768208177,2001-04-04,4900.0,547.5868735779933,1.0,0.015140357340754185,13.043478260869566,26086.956521739132,205,3.685823754789272,26100.0
5,2000-05-01,dip_bond,2000-05-01,2005-04-29,26100.0,19886.880867248838,-6213.119132751162,-0.23805054148471885,-0.8882895723128047,2001-04-04,4900.0,547.3810956672569,1.0,0.015142760383575406,31.430235057462927,62860.470114925854,530,3.685823754789272,26100.0
5,2000-06-01,weekly_qqq,2000-06-01,2005-06-01,26200.0,28217.94668885272,2017.9466888527204,0.07702086598674505,-0.5128259364893836,2002-08-05,11500.0,5602.501730372089,0.0,0.0,13.09345327336332,26186.90654672664,262,,0.0
5,2000-06-01,weekly_qld,2000-06-01,2005-06-01,26200.0,27205.063010829228,1005.063010829228,0.03836118361943618,-0.7751863899021979,2001-04-04,4500.0,1011.6612454401092,0.0,0.0,13.09345327336332,26186.90654672664,262,,0.0
5,2000-06-01,weekly_tqqq,2000-06-01,2005-06-01,26200.0,26369.169301500096,169.16930150009648,0.006456843568705972,-0.8881979994713157,2001-04-04,4500.0,503.10900237907924,1.0,0.0,13.09345327336332,26186.90654672664,262,,0.0
5,2000-06-01,weekly_half_half,2000-06-01,2005-06-01,26200.0,27293.55799517641,1093.5579951764084,0.041738854777725515,-0.7002630767071223,2001-04-04,4500.0,1348.8161548179494,0.4830658081690984,0.0,13.09345327336332,26186.90654672664,524,,0.0
5,2000-06-01,dip_cash,2000-06-01,2005-06-01,26200.0,26585.67133607388,385.6713360738795,0.014720280002819828,-0.8802139609652524,2001-04-04,4500.0,539.037175656364,0.9811928766560221,0.014176208103341591,12.843578210894554,25687.156421789106,201,3.7120622568093387,25700.0
5,2000-06-01,dip_bond,2000-06-01,2005-06-01,26200.0,26571.609472957898,371.6094729578981,0.014183567670148783,-0.8802584641087663,2001-04-04,4500.0,538.8369115105517,0.981169452346153,0.014178390318609922,31.080480341488798,62160.960682977595,523,3.7120622568093387,25700.0
5,2000-07-01,weekly_qqq,2000-07-03,2005-07-01,26100.0,27157.63376126883,1057.6337612688294,0.040522366332139056,-0.5011356925135096,2002-08-05,11000.0,5487.507382351394,0.0,0.0,13.043478260869566,26086.956521739135,261,,0.0
5,2000-07-01,weekly_qld,2000-07-03,2005-07-01,26100.0,25085.76279480698,-1014.2372051930215,-0.03885966303421538,-0.760850852968374,2002-08-05,11000.0,2630.640617347886,0.0,0.0,13.043478260869566,26086.956521739135,261,,0.0
5,2000-07-01,weekly_tqqq,2000-07-03,2005-07-01,26100.0,23168.943884443735,-2931.0561155562646,-0.11230100059602546,-0.8765745551728948,2001-04-04,4000.0,493.7017793084207,1.0,0.0,13.043478260869566,26086.956521739135,261,,0.0
5,2000-07-01,weekly_half_half,2000-07-03,2005-07-01,26100.0,25163.28882285628,-936.7111771437194,-0.03588931713194327,-0.6886806214023719,2002-08-05,11000.0,3424.51316457391,0.46037193404144683,0.0,13.043478260869566,26086.956521739135,522,,0.0
5,2000-07-01,dip_cash,2000-07-03,2005-07-01,26100.0,23375.871113787827,-2724.128886212173,-0.10437275426100279,-0.8709845140864282,2002-08-05,11000.0,1419.1703450492898,1.0,0.015982978796140506,13.043478260869566,26086.956521739135,200,4.042145593869732,26100.0
5,2000-07-01,dip_bond,2000-07-03,2005-07-01,26100.0,23363.608437985586,-2736.3915620144144,-0.10484258858292775,-0.8710471357218261,2002-08-05,11000.0,1418.481507059912,1.0,0.01598593479521613,31.33093149642107,62661.86299284214,519,4.042145593869732,26100.0
5,2000-08-01,weekly_qqq,2000-08-01,2005-08-01,26200.0,29683.164232861633,3483.1642328616326,0.13294519972754323,-0.4906186718453703,2002-08-05,10600.0,5399.442078439075,0.0,0.0,13.09345327336332,26186.90654672664,262,,0.0
5,2000-08-01,weekly_qld,2000-08-01,2005-08-01,26200.0,29628.899773876383,3428.899773876383,0.1308740371708543,-0.7527724004407746,2002-08-05,10600.0,2620.6125553277884,0.0,0.0,13.09345327336332,26186.90654672664,262,,0.0
5,2000-08-01,weekly_tqqq,2000-08-01,2005-08-01,26200.0,29444.76231910671,3244.7623191067105,0.12384589004224086,-0.871617011937178,2002-08-05,10600.0,1360.859673465913,1.0,0.0,13.09345327336332,26186.90654672664,262,,0.0
5,2000-08-01,weekly_half_half,2000-08-01,2005-08-01,26200.0,29563.96327598417,3363.9632759841697,0.12839554488489197,-0.6811178418912741,2002-08-05,10600.0,3380.150875952494,0.4979840159493384,0.0,13.09345327336332,26186.90654672664,524,,0.0
5,2000-08-01,dip_cash,2000-08-01,2005-08-01,26200.0,29659.861579587894,3459.861579587894,0.13205578548045396,-0.8661808650009715,2002-08-05,10600.0,1418.4828309897025,0.9831422004901027,0.0178399445648619,12.843578210894552,25687.156421789106,196,4.085603112840467,25700.0
5,2000-08-01,dip_bond,2000-08-01,2005-08-01,26200.0,29644.923355404902,3444.9233554049024,0.1314856242520955,-0.8662458345339079,2002-08-05,10600.0,1417.7941539405765,0.9831215847637135,0.017844460861331405,31.181025682974955,62362.05136594991,516,4.085603112840467,25700.0
5,2000-09-01,weekly_qqq,2000-09-01,2005-09-01,26200.0,29320.439177840093,3120.439177840093,0.11910073197862951,-0.47979356736735973,2002-08-05,10200.0,5306.105612852931,0.0,0.0,13.09345327336332,26186.90654672664,262,,0.0
5,2000-09-01,weekly_qld,2000-09-01,2005-09-01,26200.0,28687.060719419762,2487.060719419762,0.09492598165724282,-0.744204923544218,2002-08-05,10200.0,2609.109779848977,0.0,0.0,13.09345327336332,26186.90654672664,262,,0.0
5,2000-09-01,weekly_tqqq,2000-09-01,2005-09-01,26200.0,27822.22823566643,1622.228235666429,0.061917108231543096,-0.8666639071823249,2002-08-05,10200.0,1360.0281467402865,1.0,0.0,13.09345327336332,26186.90654672664,262,,0.0
5,2000-09-01,weekly_half_half,2000-09-01,2005-09-01,26200.0,28571.333706753263,2371.333706753263,0.09050892010508638,-0.6732287372748423,2002-08-05,10200.0,3333.0668797966086,0.4868906107293519,0.0,13.09345327336332,26186.90654672664,524,,0.0
