years,window_start,strategy,actual_start,actual_end,contributed,final_value,profit,end_roi,worst_interim_roi,worst_date,deposited_at_worst,equity_at_worst,ending_tqqq_weight,mean_idle_weight,transaction_cost,turnover,trades,mean_calendar_wait_deployed_principal,deployed_principal
5,1999-09-01,dip_bond,1999-09-01,2004-09-01,26200.0,17022.857581939257,-9177.142418060743,-0.35027261137636423,-0.9272969495288449,2001-04-04,8400.0,610.7056239577031,1.0,0.025899029615956717,32.781825839423256,65563.65167884651,518,5.2251908396946565,26200.0
5,1999-10-01,weekly_qqq,1999-10-01,2004-10-01,26200.0,24401.746882976666,-1798.2531170233342,-0.06863561515356237,-0.5670888069847294,2002-08-05,15000.0,6493.667895229059,0.0,0.0,13.09345327336332,26186.90654672664,262,,0.0
5,1999-10-01,weekly_qld,1999-10-01,2004-10-01,26200.0,21418.519009557327,-4781.480990442673,-0.18249927444437683,-0.8285772423828044,2001-04-04,8000.0,1371.3820609375657,0.0,0.0,13.09345327336332,26186.90654672664,262,,0.0
5,1999-10-01,weekly_tqqq,1999-10-01,2004-10-01,26200.0,19970.437301477785,-6229.562698522215,-0.23776956864588608,-0.9295420185078979,2001-04-04,8000.0,563.6638519368169,1.0,0.0,13.09345327336332,26186.90654672664,262,,0.0
5,1999-10-01,weekly_half_half,1999-10-01,2004-10-01,26200.0,22186.092092227227,-4013.907907772773,-0.15320259189972416,-0.7383787886823451,2001-04-04,8000.0,2092.9696905412393,0.45006658266947147,0.0,13.09345327336332,26186.90654672664,524,,0.0
5,1999-10-01,dip_cash,1999-10-01,2004-10-01,26200.0,20135.774487973595,-6064.225512026405,-0.23145898900864142,-0.925270063458507,2001-04-04,8000.0,597.8394923319435,0.9950337147419025,0.025042127374673796,13.043478260869566,26086.95652173913,185,5.218390804597701,26100.0
5,1999-10-01,dip_bond,1999-10-01,2004-10-01,26200.0,20123.874779247926,-6076.125220752074,-0.23191317636458297,-0.9252934794089469,2001-04-04,8000.0,597.6521647284247,0.995032375505361,0.025045572194490964,32.58182317072485,65163.6463414497,514,5.218390804597701,26100.0
5,1999-11-01,weekly_qqq,1999-11-01,2004-11-01,26200.0,25211.62083390773,-988.3791660922689,-0.037724395652376674,-0.5641333925352788,2002-08-05,14500.0,6320.065808238457,0.0,0.0,13.09345327336332,26186.90654672664,262,,0.0
5,1999-11-01,weekly_qld,1999-11-01,2004-11-01,26200.0,22834.015718905834,-3365.9842810941664,-0.12847268248451016,-0.8287592706428253,2001-04-04,7500.0,1284.3054701788105,0.0,0.0,13.09345327336332,26186.90654672664,262,,0.0
5,1999-11-01,weekly_tqqq,1999-11-01,2004-11-01,26200.0,21746.776252266827,-4453.223747733173,-0.16997037205088444,-0.927116936824336,2001-04-04,7500.0,546.6229738174796,1.0,0.0,13.09345327336332,26186.90654672664,262,,0.0
5,1999-11-01,weekly_half_half,1999-11-01,2004-11-01,26200.0,23479.19854308728,-2720.801456912719,-0.10384738385163049,-0.7406154869973287,2001-04-04,7500.0,1945.3838475200344,0.4631072950032506,0.0,13.09345327336332,26186.90654672664,524,,0.0
5,1999-11-01,dip_cash,1999-11-01,2004-11-01,26200.0,21937.535234637617,-4262.464765362383,-0.16268949486115966,-0.922427908371618,2001-04-04,7500.0,581.790687212865,0.9954416027630074,0.028574003663670862,13.043478260869566,26086.956521739135,185,5.126436781609195,26100.0
5,1999-11-01,dip_bond,1999-11-01,2004-11-01,26200.0,21924.681259884623,-4275.318740115377,-0.1631801045845564,-0.9224536693885645,2001-04-04,7500.0,581.597479585766,0.9954412096667338,0.028575405351390946,32.48134644864864,64962.69289729725,514,5.126436781609195,26100.0
5,1999-12-01,weekly_qqq,1999-12-01,2004-12-01,26200.0,27412.466402014215,1212.4664020142154,0.046277343588328836,-0.5602985521649158,2002-08-05,14100.0,6199.790414474687,0.0,0.0,13.09345327336332,26186.90654672664,262,,0.0
5,1999-12-01,weekly_qld,1999-12-01,2004-12-01,26200.0,26892.17499179088,692.1749917908783,0.026418892816445737,-0.8265800834189556,2001-04-04,7100.0,1231.2814077254152,0.0,0.0,13.09345327336332,26186.90654672664,262,,0.0
5,1999-12-01,weekly_tqqq,1999-12-01,2004-12-01,26200.0,27538.519848575,1338.5198485750007,0.05108854383874048,-0.9243063553035219,2001-04-04,7100.0,537.424877344994,1.0,0.0,13.09345327336332,26186.90654672664,262,,0.0
5,1999-12-01,weekly_half_half,1999-12-01,2004-12-01,26200.0,27475.493125294608,1275.493125294608,0.04868294371353466,-0.74022011422419,2001-04-04,7100.0,1844.4371890082516,0.5011469625493704,0.0,13.09345327336332,26186.90654672664,524,,0.0
5,1999-12-01,dip_cash,1999-12-01,2004-12-01,26200.0,27744.88147633434,1544.8814763343398,0.05896494184482213,-0.9191640146267067,2001-04-04,7100.0,573.9354961503823,0.9963957315843898,0.019620405151046225,13.043478260869566,26086.956521739135,185,5.10727969348659,26100.0
5,1999-12-01,dip_bond,1999-12-01,2004-12-01,26200.0,27728.805536845797,1528.8055368457972,0.0583513563681602,-0.919191651615692,2001-04-04,7100.0,573.7392735285868,0.9963950255209474,0.019622936377060085,32.28111568806539,64562.231376130774,511,5.10727969348659,26100.0
5,2000-01-01,weekly_qqq,2000-01-03,2004-12-31,26100.0,27813.580738492503,1713.5807384925029,0.06565443442500012,-0.5541669983783443,2001-04-04,6600.0,2942.497810702928,0.0,0.0,13.043478260869566,26086.956521739135,261,,0.0
5,2000-01-01,weekly_qld,2000-01-03,2004-12-31,26100.0,27641.02197759164,1541.0219775916412,0.059042987647189314,-0.8211017722970789,2001-04-04,6600.0,1180.7283028392796,0.0,0.0,13.043478260869566,26086.956521739135,261,,0.0
5,2000-01-01,weekly_tqqq,2000-01-03,2004-12-31,26100.0,28473.29637080278,2373.2963708027783,0.09093089543305664,-0.9197480538011822,2001-04-04,6600.0,529.6628449121972,1.0,0.0,13.043478260869566,26086.956521739135,261,,0.0
5,2000-01-01,weekly_half_half,2000-01-03,2004-12-31,26100.0,28143.43855464764,2043.4385546476406,0.07829266492902838,-0.7369575260897632,2001-04-04,6600.0,1736.0803278075625,0.5058602969838712,0.0,13.043478260869566,26086.956521739135,522,,0.0
5,2000-01-01,dip_cash,2000-01-03,2004-12-31,26100.0,28681.066563660075,2581.066563660075,0.09889143922069253,-0.9142125089763604,2001-04-04,6600.0,566.1974407560208,0.9895401379396361,0.01824079935854994,12.893553223388306,25787.106446776612,184,5.069767441860465,25800.0
5,2000-01-01,dip_bond,2000-01-03,2004-12-31,26100.0,28664.62037022899,2564.6203702289895,0.09826131686701109,-0.9142424521883724,2001-04-04,6600.0,565.9998155567419,0.9895327048106931,0.0182440965397988,32.03088630732648,64061.77261465296,510,5.069767441860465,25800.0
5,2000-02-01,weekly_qqq,2000-02-01,2005-02-01,26200.0,26466.849341642705,266.84934164270453,0.010185089375675745,-0.5492675820184197,2001-04-04,6200.0,2794.5409914857973,0.0,0.0,13.09345327336332,26186.90654672664,262,,0.0
5,2000-02-01,weekly_qld,2000-02-01,2005-02-01,26200.0,24742.010091182347,-1457.9899088176535,-0.05564846980220051,-0.8147739097278877,2001-04-04,6200.0,1148.4017596870967,0.0,0.0,13.09345327336332,26186.90654672664,262,,0.0
5,2000-02-01,weekly_tqqq,2000-02-01,2005-02-01,26200.0,23808.762304778193,-2391.2376952218074,-0.09126861432144302,-0.9153048477472562,2001-04-04,6200.0,525.1099439670114,1.0,0.0,13.09345327336332,26186.90654672664,262,,0.0
5,2000-02-01,weekly_half_half,2000-02-01,2005-02-01,26200.0,25137.80582321045,-1062.1941767895514,-0.040541762472883644,-0.732286214882838,2001-04-04,6200.0,1659.8254677264044,0.47356484635574053,0.0,13.09345327336332,26186.90654672664,524,,0.0
5,2000-02-01,dip_cash,2000-02-01,2005-02-01,26200.0,24026.01477821127,-2173.985221788731,-0.08297653518277599,-0.9095353126303432,2001-04-04,6200.0,560.8810616918724,0.9916756897951559,0.020660262322679493,12.993503248375813,25987.006496751623,182,5.257692307692308,26000.0
5,2000-02-01,dip_bond,2000-02-01,2005-02-01,26200.0,24012.2340152422,-2187.7659847577997,-0.0835025185022061,-0.9095666814375789,2001-04-04,6200.0,560.6865750870114,0.9916726943266128,0.02066290848881877,32.38088793710308,64761.77587420617,509,5.257692307692308,26000.0
5,2000-03-01,weekly_qqq,2000-03-01,2005-03-01,26200.0,26791.91155972338,591.9115597233795,0.022592044264251123,-0.5425946150317451,2001-04-04,5800.0,2652.9512328158785,0.0,0.0,13.09345327336332,26186.90654672664,262,,0.0
5,2000-03-01,weekly_qld,2000-03-01,2005-03-01,26200.0,25159.58416070103,-1040.4158392989702,-0.03971052821751795,-0.8072145999851934,2001-04-04,5800.0,1118.155320085878,0.0,0.0,13.09345327336332,26186.90654672664,262,,0.0
5,2000-03-01,weekly_tqqq,2000-03-01,2005-03-01,26200.0,24175.05652650115,-2024.94347349885,-0.07728791883583397,-0.9101931807562758,2001-04-04,5800.0,520.8795516136008,1.0,0.0,13.09345327336332,26186.90654672664,262,,0.0
5,2000-03-01,weekly_half_half,2000-03-01,2005-03-01,26200.0,25483.484043112265,-716.5159568877352,-0.02734793728579142,-0.7263938978940104,2001-04-04,5800.0,1586.9153922147398,0.4743279310945561,0.0,13.09345327336332,26186.90654672664,524,,0.0
5,2000-03-01,dip_cash,2000-03-01,2005-03-01,26200.0,24396.809001723555,-1803.1909982764446,-0.0688240839036811,-0.9039681717561049,2001-04-04,5800.0,556.9846038145917,0.9877033098886495,0.018378013536924122,12.94352823588206,25887.05647176412,180,5.355212355212355,25900.0
5,2000-03-01,dip_bond,2000-03-01,2005-03-01,26200.0,24382.99501630234,-1817.0049836976614,-0.06935133525563593,-0.9040017645060334,2001-04-04,5800.0,556.7897658650063,0.9876959070743926,0.018381511309928624,32.58073043882868,65161.46087765736,511,5.355212355212355,25900.0
5,2000-04-01,weekly_qqq,2000-04-03,2005-04-01,26100.0,25999.288260042238,-100.71173995776189,-0.003858687354703521,-0.5290885378644532,2002-08-05,12300.0,5792.210984267225,0.0,0.0,13.043478260869566,26086.956521739135,261,,0.0
5,2000-04-01,weekly_qld,2000-04-03,2005-04-01,26100.0,23537.02288337702,-2562.9771166229802,-0.09819835695873487,-0.7945860993697453,2001-04-04,5300.0,1088.6936733403502,0.0,0.0,13.043478260869566,26086.956521739135,261,,0.0
5,2000-04-01,weekly_tqqq,2000-04-03,2005-04-01,26100.0,21672.077434595318,-4427.922565404682,-0.16965220557106062,-0.9024255827055258,2001-04-04,5300.0,517.1444116607134,1.0,0.0,13.043478260869566,26086.956521739135,261,,0.0
5,2000-04-01,weekly_half_half,2000-04-03,2005-04-01,26100.0,23835.682847318778,-2264.317152681222,-0.08675544646288207,-0.7155090482631543,2001-04-04,5300.0,1507.8020442052823,0.454614150838837,0.0,13.043478260869566,26086.956521739135,522,,0.0
5,2000-04-01,dip_cash,2000-04-03,2005-04-01,26100.0,21931.685376434023,-4168.314623565977,-0.15970554113279606,-0.895632470210816,2001-04-04,5300.0,553.1479078826753,0.9680827082832328,0.017095206151787654,12.693653173413294,25387.30634682659,175,5.429133858267717,25400.0
5,2000-04-01,dip_bond,2000-04-03,2005-04-01,26100.0,21920.434558567955,-4179.565441432045,-0.16013660695141935,-0.8956686884500513,2001-04-04,5300.0,552.9559512147282,0.9680239059450323,0.01709889556676614,32.031129324438155,64062.258648876305,500,5.429133858267717,25400.0
5,2000-05-01,weekly_qqq,2000-05-01,2005-04-29,26100.0,25379.008971210318,-720.9910287896819,-0.027624177348263675,-0.5209863756750536,2002-08-05,11900.0,5700.2621294668625,0.0,0.0,13.043478260869566,26086.956521739135,261,,0.0
5,2000-05-01,weekly_qld,2000-05-01,2005-04-29,26100.0,22233.784059149442,-3866.2159408505577,-0.1481308789597915,-0.785043682946703,2001-04-04,4900.0,1053.285953561155,0.0,0.0,13.043478260869566,26086.956521739135,261,,0.0
5,2000-05-01,weekly_tqqq,2000-05-01,2005-04-29,26100.0,19675.7907392166,-6424.209260783398,-0.24613828585377004,-0.895683918667722,2001-04-04,4900.0,511.14879852816233,1.0,0.0,13.043478260869566,26086.956521739135,261,,0.0
5,2000-05-01,weekly_half_half,2000-05-01,2005-04-29,26100.0,22527.399855213458,-3572.600144786542,-0.13688123160101692,-0.707929012581431,2001-04-04,4900.0,1431.147838350988,0.43670798373703756,0.0,13.043478260869566,26086.956521739135,522,,0.0
5,2000-05-01,dip_cash,2000-05-01,2005-04-29,26100.0,19965.51825562613,-6134.481744373868,-0.23503761472696813,-0.8883594887100332,2001-04-04,4900.0,547.0385053208379,0.9949913646758546,0.01882123351926662,12.993503248375813,25987.006496751623,173,6.365384615384615,26000.0
5,2000-05-01,dip_bond,2000-05-01,2005-04-29,26100.0,19955.735010044908,-6144.2649899550925,-0.23541245172241734,-0.8883982779280993,2001-04-04,4900.0,546.848438152313,0.9949898681460838,0.01882588430361016,32.7324414735774,65464.88294715481,498,6.365384615384615,26000.0
5,2000-06-01,weekly_qqq,2000-06-01,2005-06-01,26200.0,28217.94668885272,2017.9466888527204,0.07702086598674505,-0.5128259364893836,2002-08-05,11500.0,5602.501730372089,0.0,0.0,13.09345327336332,26186.90654672664,262,,0.0
5,2000-06-01,weekly_qld,2000-06-01,2005-06-01,26200.0,27205.063010829228,1005.063010829228,0.03836118361943618,-0.7751863899021979,2001-04-04,4500.0,1011.6612454401092,0.0,0.0,13.09345327336332,26186.90654672664,262,,0.0
5,2000-06-01,weekly_tqqq,2000-06-01,2005-06-01,26200.0,26369.169301500096,169.16930150009648,0.006456843568705972,-0.8881979994713157,2001-04-04,4500.0,503.10900237907924,1.0,0.0,13.09345327336332,26186.90654672664,262,,0.0
5,2000-06-01,weekly_half_half,2000-06-01,2005-06-01,26200.0,27293.55799517641,1093.5579951764084,0.041738854777725515,-0.7002630767071223,2001-04-04,4500.0,1348.8161548179494,0.4830658081690984,0.0,13.09345327336332,26186.90654672664,524,,0.0
5,2000-06-01,dip_cash,2000-06-01,2005-06-01,26200.0,26643.24127810516,443.24127810516075,0.01691760603454812,-0.8803358205779536,2001-04-04,4500.0,538.4888073992086,0.9774802174503795,0.017961343296866612,12.7936031984008,25587.2063968016,169,6.43359375,25600.0
5,2000-06-01,dip_bond,2000-06-01,2005-06-01,26200.0,26631.03272650078,431.03272650078,0.01645163078247252,-0.8803768324454205,2001-04-04,4500.0,538.3042539956077,0.9774476794785175,0.0179658658027616,32.382686757603274,64765.37351520656,491,6.43359375,25600.0
5,2000-07-01,weekly_qqq,2000-07-03,2005-07-01,26100.0,27157.63376126883,1057.6337612688294,0.040522366332139056,-0.5011356925135096,2002-08-05,11000.0,5487.507382351394,0.0,0.0,13.043478260869566,26086.956521739135,261,,0.0
5,2000-07-01,weekly_qld,2000-07-03,2005-07-01,26100.0,25085.76279480698,-1014.2372051930215,-0.03885966303421538,-0.760850852968374,2002-08-05,11000.0,2630.640617347886,0.0,0.0,13.043478260869566,26086.956521739135,261,,0.0
5,2000-07-01,weekly_tqqq,2000-07-03,2005-07-01,26100.0,23168.943884443735,-2931.0561155562646,-0.11230100059602546,-0.8765745551728948,2001-04-04,4000.0,493.7017793084207,1.0,0.0,13.043478260869566,26086.956521739135,261,,0.0
5,2000-07-01,weekly_half_half,2000-07-03,2005-07-01,26100.0,25163.28882285628,-936.7111771437194,-0.03588931713194327,-0.6886806214023719,2002-08-05,11000.0,3424.51316457391,0.46037193404144683,0.0,13.043478260869566,26086.956521739135,522,,0.0
5,2000-07-01,dip_cash,2000-07-03,2005-07-01,26100.0,23516.064337718763,-2583.9356622812375,-0.09900136637092864,-0.8700172320777255,2002-08-05,11000.0,1429.8104471450195,0.9574758775261538,0.020343796954456168,12.543728135932035,25087.45627186407,164,6.53386454183267,25100.0
5,2000-07-01,dip_bond,2000-07-03,2005-07-01,26100.0,23507.302440952215,-2592.697559047785,-0.09933707122788449,-0.8700809246099436,2002-08-05,11000.0,1429.1098292906215,0.9573619745575523,0.020350284336676343,32.032901084175656,64065.80216835131,484,6.53386454183267,25100.0
5,2000-08-01,weekly_qqq,2000-08-01,2005-08-01,26200.0,29683.164232861633,3483.1642328616326,0.13294519972754323,-0.4906186718453703,2002-08-05,10600.0,5399.442078439075,0.0,0.0,13.09345327336332,26186.90654672664,262,,0.0
5,2000-08-01,weekly_qld,2000-08-01,2005-08-01,26200.0,29628.899773876383,3428.899773876383,0.1308740371708543,-0.7527724004407746,2002-08-05,10600.0,2620.6125553277884,0.0,0.0,13.09345327336332,26186.90654672664,262,,0.0
5,2000-08-01,weekly_tqqq,2000-08-01,2005-08-01,26200.0,29444.76231910671,3244.7623191067105,0.12384589004224086,-0.871617011937178,2002-08-05,10600.0,1360.859673465913,1.0,0.0,13.09345327336332,26186.90654672664,262,,0.0
5,2000-08-01,weekly_half_half,2000-08-01,2005-08-01,26200.0,29563.96327598417,3363.9632759841697,0.12839554488489197,-0.6811178418912741,2002-08-05,10600.0,3380.150875952494,0.4979840159493384,0.0,13.09345327336332,26186.90654672664,524,,0.0
5,2000-08-01,dip_cash,2000-08-01,2005-08-01,26200.0,29587.14288683198,3387.1428868319817,0.12928026285618252,-0.865179381181806,2002-08-05,10600.0,1429.098559472856,0.9493023031748162,0.023849399467614666,12.343828085957021,24687.656171914045,160,6.623481781376518,24700.0
5,2000-08-01,dip_bond,2000-08-01,2005-08-01,26200.0,29578.69829788335,3378.698297883351,0.12895795030089127,-0.8652454567197756,2002-08-05,10600.0,1428.398158770379,0.9491065856253439,0.023859360994286215,31.88301210747194,63766.02421494388,481,6.623481781376518,24700.0
5,2000-09-01,weekly_qqq,2000-09-01,2005-09-01,26200.0,29320.439177840093,3120.439177840093,0.11910073197862951,-0.47979356736735973,2002-08-05,10200.0,5306.105612852931,0.0,0.0,13.09345327336332,26186.90654672664,262,,0.0
5,2000-09-01,weekly_qld,2000-09-01,2005-09-01,26200.0,28687.060719419762,2487.060719419762,0.09492598165724282,-0.744204923544218,2002-08-05,10200.0,2609.109779848977,0.0,0.0,13.09345327336332,26186.90654672664,262,,0.0
5,2000-09-01,weekly_tqqq,2000-09-01,2005-09-01,26200.0,27822.22823566643,1622.228235666429,0.061917108231543096,-0.8666639071823249,2002-08-05,10200.0,1360.0281467402865,1.0,0.0,13.09345327336332,26186.90654672664,262,,0.0
5,2000-09-01,weekly_half_half,2000-09-01,2005-09-01,26200.0,28571.333706753263,2371.333706753263,0.09050892010508638,-0.6732287372748423,2002-08-05,10200.0,3333.0668797966086,0.4868906107293519,0.0,13.09345327336332,26186.90654672664,524,,0.0
